timestamp,playerPos,offset
3652,10,0
3668,10,0
3685,10,0
3703,10,0
3718,10,0
3734,10,0
3752,10,0
3768,10,0
3784,10,0
3802,10,0
3818,10,0
3835,10,0
3852,10,0
3868,10,0
3885,10,0
3902,10,0
3918,10,0
3934,10,0
3951,10,0
3968,10,0
3985,10,0
4000,10,0
4017,10,0
4033,10,0
4051,10,0
4067,10,0
4084,10,0
4101,10,0
4117,10,0
4134,10,0
4151,10,0
4167,10,0
4185,10,0
4201,10,0
4217,10,0
4234,10,0
4251,10,0
4266,10,0
4283,10,0
4301,10,0
4317,10,0
4333,10,0
4351,10,0
4367,10,0
4384,10,0
4401,10,0
4417,10,0
4434,10,0
4451,10,0
4467,10,0
4484,10,0
4501,10,0
4517,10,0
4534,10,0
4550,10,0
4567,10,0
4583,10,0
4601,10,0
4618,10,0
4635,10,0
4652,10,0
4668,10,0
4685,10,0
4702,10,0
4718,10,0
4735,10,0
4752,10,0
4768,10,0
4785,10,0
4801,10,0
4818,10,0
4835,10,0
4851,10,0
4868,10,0
4885,10,0
4901,10,0
4918,10,0
4934,10,0
4952,10,0
4968,10,0
4984,10,0
5001,10,0
5017,10,0
5034,10,0
5051,10,0
5067,10,0
5084,10,0
5100,10,0
5117,10,0
5134,10,0
5150,10,0
5167,10,0
5184,10,0
5200,10,0
5217,10,0
5234,10,0
5250,10,0
5267,10,0
5283,10,0
5300,10,0
5317,10,0
5334,10,0
5350,10,0
5366,10,0
5384,10,0
5400,10,0
5416,10,0
5434,10,0
5450,10,0
5467,10,0
5484,10,0
5500,10,0
5517,10,0
5534,10,0
5550,10,0
5567,10,0
5583,10,0
5601,10,0
5618,10,0
5634,10,0
5651,10,0
5668,10,0
5685,10,0
5701,10,0
5718,10,0
5735,10,0
5751,10,0
5768,10,0
5785,10,0
5801,10,0
5821,10,0
5835,10,0
5852,10,0
5868,10,0
5885,10,0
5901,10,0
5918,10,0
5935,10,0
5951,10,0
5968,10,0
5984,10,0
6000,10,0
6016,10,0
6034,10,0
6050,10,0
6067,10,0
6083,10,0
6100,10,0
6117,10,0
6134,10,0
6151,10,0
6167,10,0
6184,10,0
6202,10,0
6217,10,0
6233,10,0
6250,10,0
6267,10,0
6283,10,0
6300,10,0
6317,10,0
6334,10,0
6350,10,0
6367,10,0
6383,10,0
6400,10,0
6417,10,0
6434,10,0
6450,10,0
6467,10,0
6484,10,0
6501,10,0
6517,10,0
6533,10,0
6550,10,0
6567,10,0
6583,10,0
6602,10,0
6617,10,0
6635,10,0
6651,10,0
6667,10,0
6685,10,0
6701,10,0
6718,10,0
6735,10,0
6752,10,0
6768,10,0
6785,10,0
6802,10,0
6818,10,0
6835,10,0
6852,10,0
6868,10,0
6885,10,0
6902,10,0
6922,10,0
6934,10,0
6952,10,0
6968,10,0
6985,10,0
7001,10,0
7017,10,0
7039,10,0
7051,10,0
7067,10,0
7083,10,0
7100,10,0
7117,10,0
7133,10,0
7151,10,0
7167,10,0
7184,10,0
7200,10,0
7217,10,0
7234,10,0
7250,10,0
7267,10,0
7284,10,0
7300,10,0
7316,10,0
7334,10,0
7351,10,0
7367,10,0
7384,10,0
7401,10,0
7417,10,0
7434,10,0
7451,10,0
7467,10,0
7484,10,0
7500,10,0
7516,10,0
7534,10,0
7550,10,0
7566,10,0
7584,10,0
7603,10,0
7617,10,0
7635,10,0
7651,10,0
7667,10,0
7685,10,0
7701,10,0
7718,10,0
7734,10,0
7751,10,0
7768,10,0
7785,10,0
7801,10,0
7817,10,0
7835,10,0
7851,10,0
7867,10,0
7884,10,0
7901,10,0
7918,10,0
7934,10,0
7955,10,0
7969,10,0
7985,10,0
8001,10,0
8017,10,0
8033,10,0
8049,10,0
8066,10,0
8083,10,0
8100,10,0
8117,10,0
8133,10,0
8150,10,0
8167,10,0
8184,10,0
8199,10,0
8217,10,0
8234,10,0
8284,10,0
8285,10,0
8311,10,0
8324,10,0
8348,10,0
8372,10,0
8384,10,0
8470,10,0
8483,10,0
8501,10,0
8516,10,0
8532,10,0
8549,10,0
8566,10,0
8582,10,0
8600,10,0
8617,10,0
8634,10,0
8650,10,0
8667,10,0
8683,10,0
8701,10,0
8716,10,0
8734,10,0
8750,10,0
8767,10,0
8784,10,0
8800,10,0
8817,10,0
8834,10,0
8850,10,0
8867,10,0
8883,10,0
8900,10,0
8917,10,0
8934,10,0
8950,10,0
8967,10,0
8983,10,0
9000,10,0
9016,10,0
9032,10,0
9049,10,0
9066,10,0
9082,10,0
9099,10,0
9115,10,0
9132,10,0
9149,10,0
9165,10,0
9183,10,0
9199,10,0
9215,10,0
9233,10,0
9249,10,0
